9.380522758925778637e-03,1.220133501526122349e-02,1.481259732012650369e-02,7.059638855261288898e-03,9.527607674517331315e-03,1.287095805706506323e-03,3.287506395654174723e-03,1.610194460966201876e-02,1.511660401410409860e-02,5.177316075719987955e-03,2.177678229524756138e-03,1.168568243057751567e-02,1.606135228089981652e-03,1.037194231249270390e-02,2.305146706554302150e-02,1.126460774238371293e-02,5.163980363414837765e-02,5.279012775304400135e-02,2.335707640711296440e-01,1.895215330476450744e-01,1.285172221799929237e-01,7.917901759228453129e-02,9.644020190208706100e-02,1.679785245663183851e-02,2.613579742424206303e-03,4.023994741339908220e-03,3.401410910727847847e-03,1.147264389151027124e-02,5.124803532968490172e-02,4.641964412630802950e-02
2.343444740622000616e-02,6.809947228667638519e-02,2.538391628537901012e-01,1.433198966832567312e-01,2.212874655320333506e-02,2.514464038960872311e-02,8.768837008056418192e-03,3.255486982613855444e-03,4.775911974379163510e-02,5.973406719183916441e-02,6.656976642607679087e-03,2.776713109405369410e-04,1.696868144130543902e-03,3.969010115063411411e-04,1.781660337791745111e-02,4.114290246328792915e-03,1.548641554768442896e-02,7.375568975549811820e-04,7.327337877172141085e-03,7.857962958987194362e-04,9.891503383811187534e-04,3.342278581011815658e-03,1.888950594995037532e-03,2.841452069552430609e-03,3.995557389211508350e-04,1.481332799456016929e-03,4.232735568937318646e-04,1.402830279205365734e-03,9.111254277034252363e-03,9.509749112899711782e-03
5.054183018301045861e-03,1.199654861511027445e-02,4.332328474198656777e-03,3.186153496807309863e-03,3.636470811958999756e-04,6.087749590356777291e-03,3.779646542545518715e-03,1.483012281254975822e-03,1.915910209440415887e-02,1.048100157948649719e-02,3.243992486681785553e-02,4.524581017279143136e-02,1.054595966345002293e-02,1.237881174300170008e-02,5.284800326554419878e-03,4.055050441842875802e-03,1.560677370160102641e-02,2.236141382837684814e-03,4.375605524263378662e-03,3.555050758746434742e-03,1.340336640350157094e-01,4.374973987977966994e-01,1.836019805661573412e-02,3.644251209092576414e-03,1.774899473461315430e-03,4.784911504984105945e-03,3.690277001670029186e-03,1.556333554372885618e-04,1.771787324733830118e-02,2.383055540443513795e-02
4.681828017554302140e-02,2.481576619707510922e-01,1.451233598121579038e-01,6.433599296758447939e-02,5.261597588908448718e-03,2.259824544899907348e-02,1.443142633665769718e-03,9.451605032760553027e-03,4.053151778229124869e-02,5.045216669058684260e-03,4.421957216426990883e-02,3.176559401777059866e-02,1.153839679743877064e-02,1.279080503663782876e-02,1.409418890837423922e-02,4.952656233278423213e-03,1.733270286415911424e-02,3.762845712479555185e-04,4.557810790926096131e-03,1.328879941378800474e-03,3.821348164936584808e-03,6.321351202557507452e-03,1.787431848605238079e-03,1.038094905213544569e-03,2.435340696571677323e-04,1.571243966044391996e-03,1.385462744403386870e-03,1.022314158165708474e-03,1.054939832094150404e-02,2.802718998539953463e-03
2.006663261333501216e-02,3.673329305355022695e-02,1.886955693462257291e-02,4.980356546657653191e-03,7.504694241835059045e-03,7.495693393714053000e-03,8.648568004646250973e-03,1.851830436428821090e-03,5.930992013838217586e-02,5.845223999521548947e-02,2.767545488138624388e-02,7.755873568128060502e-02,8.350584358465707943e-03,4.872653111920438596e-02,2.754564643129138735e-01,4.549070708750542480e-02,1.694815310120997010e-01,4.549197521799663857e-02,8.890963973565190262e-03,1.749509536235188331e-02,5.982935840804409593e-03,3.266227220577126028e-02,2.267148328744751987e-03,4.358416945157221091e-03,2.592934795568821622e-03,1.708040781047561775e-03,3.281786634969115343e-04,3.766971125677131497e-03,2.763548292138751084e-02,2.950692624858274743e-02
1.849529940853474053e-02,6.015137297640017755e-02,1.386020174451206045e-03,1.745347355075415816e-02,7.604445276471002817e-03,1.309827176918698134e-02,1.904145391912410307e-02,1.449451419475328989e-02,7.173041043882029399e-02,1.142491755439508684e-02,1.769872600937816842e-01,1.977063157500192347e-01,7.110016536421308320e-02,2.012192595403483608e-02,1.653222604110744509e-01,1.418538032594716079e-02,3.915213675570262258e-02,6.208184791135905323e-03,5.820268621538044092e-03,9.660944293014145368e-03,1.875668876347856215e-02,7.155529407743096981e-02,1.487044825164705745e-03,6.704873016023789149e-04,5.271211835943731810e-04,1.976772915039875372e-03,1.789896415822030693e-03,8.271747240781061135e-05,1.804244512933398520e-02,1.136181654042520833e-02
7.672614971145258304e-03,1.403441195531568257e-02,1.298534888238108212e-02,2.515277505569664916e-03,2.375712021189632824e-03,2.670178556307322738e-03,4.268095348380842799e-03,2.283798326026600326e-03,1.206040932545565658e-02,8.268235959784949948e-03,9.254949188667541821e-03,1.455376640396895301e-02,2.466299689247907802e-03,7.428774247363214081e-03,2.299325113515943500e-02,7.584193670223033680e-04,1.796932132350800501e-02,3.813104306191685174e-03,1.842259248707773731e-02,1.631289755830617888e-02,1.394447447366141402e-02,6.890784204308441317e-03,1.088848755567202627e-02,4.007649065701800184e-03,1.563950091403920172e-03,8.783764437216701540e-03,7.948836834913649424e-03,4.209604399072720761e-04,1.301227504698523607e-01,5.939586821701366981e-01
1.110497660295147945e-02,3.106583929647778464e-02,6.386729567523093121e-02,1.564197825907464798e-02,1.764281081042824023e-02,1.779960733625546299e-03,4.481529710255719584e-02,4.078190606455431300e-02,1.255298324314410019e-01,2.492475889157454716e-01,1.058479311431875375e-01,5.286322145427802682e-02,3.993760429981761673e-02,5.455820918819570542e-02,8.515501701653181710e-02,2.667123024795276919e-03,2.316900745047039897e-03,2.358729848490704727e-03,5.919202526482856587e-03,4.197115215821992616e-03,9.600258840470614514e-04,2.106882733572379950e-03,3.148326636552429159e-03,2.315714959259854242e-03,5.242895865818768264e-03,8.415744175565295984e-04,3.616875898143648727e-03,4.412488613724199933e-04,1.227532056013587100e-02,7.433698320400488994e-03
1.747698535995509048e-02,4.577471220596312368e-02,1.642919648432330376e-02,1.335409511215653868e-03,3.677435939905984805e-03,9.635366227686058618e-03,2.935922372461405132e-03,4.699007442463556082e-03,3.481172303448264865e-02,2.473143194210094403e-02,4.091624038479179520e-02,4.553555952791144001e-02,1.714235078192815655e-03,3.739705019628088156e-02,1.295512313358602452e-01,1.968756551493562514e-03,2.975603473040393521e-01,5.717279875634865421e-02,9.649947771895238391e-02,1.250004776691997915e-02,2.313391201675111739e-02,3.711013031960134351e-02,1.270525526067367225e-02,8.294731197829639455e-03,1.263398300572611370e-02,9.388591767610164618e-03,5.706033160647605573e-03,4.157812646208605169e-03,6.758002690391973211e-02,2.519084267304387906e-02
7.907908191109040003e-03,1.883238410102820032e-02,7.818462225711531044e-03,5.317854386130803227e-04,4.481289221026044968e-03,5.489919612604608756e-03,1.898696821283042072e-03,3.660657852575302778e-04,1.028167230172367594e-02,9.090239429587287576e-03,8.713157430672795190e-03,1.421750559954306284e-02,2.344971558779873882e-03,7.801923319975995023e-03,2.068009423307854561e-02,8.844051220632451454e-04,3.322736923544809123e-02,1.578033891913226605e-03,1.025097556256298996e-02,1.547625730414808193e-02,2.164027201153107850e-03,2.447595580663629918e-03,1.281488269098637889e-02,6.879182675977827711e-03,4.447741392045710847e-03,1.832773801334958890e-03,1.826719515832478033e-02,7.751629905488972849e-02,4.827115296389336563e-01,1.693933933936301039e-01
